pb_id,source_id,product_desc,pf_id,paralog_count,ortholog_count,gene_name,ortho_group
PBANKA_1410000,PBANKA_1410000.1,"26S protease regulatory subunit 7, putative",PF3D7_1311500,0,44,RPT1,OG5_128056
PBANKA_1410100,PBANKA_1410100.1,"conserved Plasmodium protein, unknown function",PF3D7_1311600,0,45,null,OG5_167450
PBANKA_1410200,PBANKA_1410200.1,"cytochrome c, putative",PF3D7_1311700,0,47,null,OG5_150598
PBANKA_1410300,PBANKA_1410300.1,"M1-family alanyl aminopeptidase, putative",PF3D7_1311800,0,44,M1AAP,OG5_130542
PBANKA_1410400,PBANKA_1410400.1,"V-type proton ATPase catalytic subunit A, putative",PF3D7_1311900,0,44,null,OG5_127237
PBANKA_1410500,PBANKA_1410500.1,"malonyl CoA-acyl carrier protein transacylase, putative",PF3D7_1312000,0,44,MCAT,OG5_127857
PBANKA_1410600,PBANKA_1410600.1,"GYF domain-containing protein, putative",PF3D7_1312100,0,45,null,OG5_162115
PBANKA_1410700,PBANKA_1410700.1,"conserved protein, unknown function",PF3D7_1312200,0,44,null,OG5_156841
PBANKA_1410800,PBANKA_1410800.1,"mitochondrial ribosomal protein S35 precursor, putative",PF3D7_1312300,0,44,null,OG5_149299
PBANKA_1410900,PBANKA_1410900.1,"translation initiation factor IF-2, putative",PF3D7_1312400,0,44,IF2a,OG5_147404
PBANKA_1411000,PBANKA_1411000.1,"conserved Plasmodium protein, unknown function",PF3D7_1312500,0,40,null,OG5_184660
PBANKA_1411100,PBANKA_1411100.1,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",PF3D7_1312600,0,44,BCKDHA,OG5_128261
PBANKA_1411200,PBANKA_1411200.1,"conserved Plasmodium protein, unknown function",PF3D7_1312800,0,44,null,OG5_167451
PBANKA_1411300,PBANKA_1411300.1,"eukaryotic translation initation factor 4 gamma, putative",PF3D7_1312900,0,45,EIF4G,OG5_135283
PBANKA_1411400,PBANKA_1411400.1,"ubiquitin-like protein nedd8 homologue, putative",PF3D7_1313000,0,42,NEDD8,OG5_140860
PBANKA_1411500,PBANKA_1411500.1,"conserved Plasmodium protein, unknown function",PF3D7_1313100,0,44,null,OG5_161689
PBANKA_1411600,PBANKA_1411600.1,"methionyl-tRNA formyltransferase, putative",PF3D7_1313200,0,44,null,OG5_127793
PBANKA_1411700,PBANKA_1411700.1,"peptidyl-prolyl cis-trans isomerase, putative",PF3D7_1313300,0,43,null,OG5_164745
PBANKA_1411800,PBANKA_1411800.1,"DEAD box helicase, putative",PF3D7_1313400,0,44,null,OG5_156840
PBANKA_1411900,PBANKA_1411900.1,"conserved Plasmodium protein, unknown function",PF3D7_1313500,0,46,null,OG5_150597
PBANKA_1412000,PBANKA_1412000.1,"conserved protein, unknown function",PF3D7_1313600,0,44,null,OG5_143224
PBANKA_1412100,PBANKA_1412100.1,"Maf-like protein, putative",PF3D7_1313700,0,44,null,OG5_127554
PBANKA_1412200,PBANKA_1412200.1,"conserved Plasmodium protein, unknown function",PF3D7_1313800,0,45,null,OG5_157767
PBANKA_1412300,PBANKA_1412300.1,"ankyrin-repeat protein, putative","PF3D7_1021900,PF3D7_1313900",1,106,null,OG5_126538
PBANKA_1412400,PBANKA_1412400.1,"conserved protein, unknown function",PF3D7_1314000,0,44,null,OG5_166103
PBANKA_1412500,PBANKA_1412500.1,"conserved Plasmodium protein, unknown function",PF3D7_1314100,0,44,null,OG5_167452
PBANKA_1412600,PBANKA_1412600.1,telomerase reverse transcriptase,PF3D7_1314200,0,45,TERT,OG5_161373
PBANKA_1412800,PBANKA_1412800.1,"MACRO domain-containing protein, putative",PF3D7_1314300,0,44,null,OG5_150529
PBANKA_1412900,PBANKA_1412900.1,"conserved protein, unknown function",PF3D7_1314400,0,44,null,OG5_154763
PBANKA_1413000,PBANKA_1413000.1,"transmembrane emp24 domain-containing protein, putative",PF3D7_1314500,0,44,null,OG5_127521
PBANKA_1413100,PBANKA_1413100.1,lipoate-protein ligase 1,PF3D7_1314600,0,44,LipL1,OG5_127533
PBANKA_1413200,PBANKA_1413200.1,"pinin/SDK/MemA domain-containing protein, putative",PF3D7_1314700,0,44,null,OG5_146580
PBANKA_1413300,PBANKA_1413300.1,"ubiquitin-like protein, putative",PF3D7_1314800,0,44,null,OG5_158065
PBANKA_1413400,PBANKA_1413400.1,"general transcription factor IIH subunit 2, putative",PF3D7_1314900,0,44,P44,OG5_127799
PBANKA_1413500,PBANKA_1413500.1,"conserved Plasmodium protein, unknown function",PF3D7_1315000,0,42,null,OG5_171987
PBANKA_1413600,PBANKA_1413600.1,"serine/threonine protein kinase PK9, putative",PF3D7_1315100,0,44,null,OG5_151343
PBANKA_1413700,PBANKA_1413700.1,"heptatricopeptide repeat-containing protein, putative",PF3D7_1315200,0,44,null,OG5_150544
PBANKA_1413800,PBANKA_1413800.1,"conserved protein, unknown function",PF3D7_1315300,0,44,null,OG5_153568
PBANKA_1413900,PBANKA_1413900.1,"zinc finger (CCCH type) protein, putative",PF3D7_1315400,0,45,null,OG5_141625
PBANKA_1414000,PBANKA_1414000.1,"conserved protein, unknown function",PF3D7_1315500,0,43,null,OG5_143229
PBANKA_1414100,PBANKA_1414100.1,"CDP-diacylglycerol--inositol 3-phosphatidyltransferase, putative",PF3D7_1315600,0,43,PIS,OG5_127888
PBANKA_1414200,PBANKA_1414200.1,"tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61, putative",PF3D7_1315700,0,44,GCD14,OG5_127534
PBANKA_1414300,PBANKA_1414300.1,"transcription factor MYB1, putative",PF3D7_1315800,0,44,MYB1,OG5_155999
PBANKA_1414400,PBANKA_1414400.1,"exportin-T, putative",PF3D7_1315900,0,45,null,OG5_164074
PBANKA_1414500,PBANKA_1414500.1,"protein kinase, putative",PF3D7_1316000,0,44,null,OG5_147629
PBANKA_1414600,PBANKA_1414600.1,"inositol polyphosphate kinase, putative",PF3D7_1316100,0,44,IPK2,OG5_128105
PBANKA_1414700,PBANKA_1414700.1,"ADP-ribosylation factor, putative",PF3D7_1316200,0,44,null,OG5_167453
PBANKA_1414800,PBANKA_1414800.1,"conserved Plasmodium protein, unknown function",PF3D7_1316300,0,43,null,OG5_184661
PBANKA_1414900,PBANKA_1414900.1,SAS6-like protein,PF3D7_1316400,0,43,SAS6L,OG5_133162
PBANKA_1415000,PBANKA_1415000.1,"pre-mRNA-processing factor 40, putative",PF3D7_1316500,0,44,PRP40,OG5_128479
PBANKA_1415100,PBANKA_1415100.1,choline-phosphate cytidylyltransferase,PF3D7_1316600,0,44,CCT,OG5_128351
PBANKA_1415200,PBANKA_1415200.1,"conserved protein, unknown function",PF3D7_1316700,0,44,null,OG5_165012
PBANKA_1415300,PBANKA_1415300.1,"protein transport protein SEC20, putative",PF3D7_1316800,0,45,SEC20,OG5_146772
PBANKA_1415400,PBANKA_1415400.1,"conserved protein, unknown function",PF3D7_1316900,0,44,null,OG5_140116
PBANKA_1415500,PBANKA_1415500.1,"U4/U6.U5 tri-snRNP-associated protein 2, putative",PF3D7_1317000,0,45,USP39,OG5_128768
PBANKA_1415600,PBANKA_1415600.1,"DNA replication licensing factor MCM4, putative",PF3D7_1317100,0,44,MCM4,OG5_127631
PBANKA_1415700,PBANKA_1415700.1,"AP2 domain transcription factor AP2-G3, putative","PF3D7_0105700,PF3D7_0611800,PF3D7_0926100,PF3D7_1107300,PF3D7_1136000,PF3D7_1146800,PF3D7_1222400,PF3D7_1222600,PF3D7_1317200,PF3D7_1337500",6,269,AP2-G3,OG5_129463
PBANKA_1415800,PBANKA_1415800.1,"conserved Plasmodium protein, unknown function",PF3D7_1317300,0,44,null,OG5_167454
PBANKA_1415900,PBANKA_1415900.1,"zinc finger protein, putative",PF3D7_1317400,0,43,null,OG5_166819
PBANKA_1416000,PBANKA_1416000.1,"conserved protein, unknown function",PF3D7_1317500,0,43,null,OG5_153558
PBANKA_1416100,PBANKA_1416100.1,"conserved Plasmodium protein, unknown function",PF3D7_1317600,0,44,null,OG5_156803
PBANKA_1416200,PBANKA_1416200.1,"conserved Plasmodium protein, unknown function",PF3D7_1317700,0,44,null,OG5_167455
PBANKA_1416300,PBANKA_1416300.1,"40S ribosomal protein S19, putative",PF3D7_1317800,0,44,RPS19,OG5_126687
PBANKA_1416400,PBANKA_1416400.1,"nucleolar complex protein 4, putative",PF3D7_1317900,0,44,NOC4,OG5_156453
PBANKA_1416500,PBANKA_1416500.1,"conserved protein, unknown function",PF3D7_1318000,0,43,null,OG5_145102
PBANKA_1416600,PBANKA_1416600.1,"ferredoxin, putative",PF3D7_1318100,0,44,FD,OG5_131654
PBANKA_1416700,PBANKA_1416700.1,glycerol-3-phosphate 1-O-acyltransferase,PF3D7_1318200,0,43,G3PAT,OG5_137532
PBANKA_1416800,PBANKA_1416800.1,"conserved Plasmodium protein, unknown function",PF3D7_1318300,0,44,null,OG5_165451
PBANKA_1416900,PBANKA_1416900.1,"structural maintenance of chromosomes protein 2, putative",PF3D7_1318400,0,44,SMC2,OG5_127360
PBANKA_1417000,PBANKA_1417000.1,"conserved Plasmodium protein, unknown function",PF3D7_1318500,0,41,null,OG5_205415
PBANKA_1417100,PBANKA_1417100.1,"conserved Plasmodium protein, unknown function",PF3D7_1318600,0,44,null,OG5_153559
PBANKA_1417200,PBANKA_1417200.1,"conserved protein, unknown function",PF3D7_1318700,0,44,null,OG5_147427
PBANKA_1417300,PBANKA_1417300.1,"translocation protein SEC63, putative",PF3D7_1318800,0,44,SEC63,OG5_128413
PBANKA_1417400,PBANKA_1417400.1,"conserved Plasmodium protein, unknown function",PF3D7_1318900,0,44,null,OG5_167456
PBANKA_1417500,PBANKA_1417500.1,"conserved Plasmodium protein, unknown function",PF3D7_1319000,0,44,null,OG5_167457
PBANKA_1417600,PBANKA_1417600.1,"ubiquitin carboxyl-terminal hydrolase MINDY, putative",PF3D7_1319100,0,44,null,OG5_128472
PBANKA_1417700,PBANKA_1417700.1,"conserved Plasmodium protein, unknown function",PF3D7_1319200,0,43,null,OG5_167458
PBANKA_1417800,PBANKA_1417800.1,"tRNA (guanine(26)-N(2))-dimethyltransferase, putative",PF3D7_1319300,0,45,TRM1,OG5_127349
PBANKA_1417900,PBANKA_1417900.1,"conserved Plasmodium protein, unknown function",PF3D7_1319400,0,45,null,OG5_147429
PBANKA_1418000,PBANKA_1418000.1,"conserved protein, unknown function",PF3D7_1319500,0,43,null,OG5_173908
PBANKA_1418100,PBANKA_1418100.1,"ACDC domain-containing protein, putative",PF3D7_1319600,0,30,null,OG5_167459
PBANKA_1418200,PBANKA_1418200.1,"protein phosphatase PP2A regulatory subunit A, putative",PF3D7_1319700,0,44,null,OG5_127382
PBANKA_1418300,PBANKA_1418300.1,"golgi protein 1, putative",PF3D7_1320000,0,44,PRP2,OG5_166877
PBANKA_1418400,PBANKA_1418400.1,"ATP-dependent Clp protease adapter protein ClpS, putative",PF3D7_1320100,0,44,ClpS,OG5_135464
PBANKA_1418500,PBANKA_1418500.1,"TBC domain protein, putative",PF3D7_1320200,0,44,null,OG5_128205
PBANKA_1418600,PBANKA_1418600.1,"conserved protein, unknown function",PF3D7_1320300,0,44,null,OG5_157843
PBANKA_1418700,PBANKA_1418700.1,"microsomal signal peptidase, putative",PF3D7_1320400,0,44,null,OG5_128814
PBANKA_1418800,PBANKA_1418800.1,"SNARE protein, putative",PF3D7_1320500,0,44,null,OG5_131837
PBANKA_1418900,PBANKA_1418900.1,ras-related protein Rab-11A,PF3D7_1320600,0,44,Rab11a,OG5_126971
PBANKA_1419000,PBANKA_1419000.1,"conserved Plasmodium protein, unknown function",PF3D7_1320700,0,41,null,OG5_142642
PBANKA_1419100,PBANKA_1419100.1,"dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, putative",PF3D7_1320800,0,46,null,OG5_127362
PBANKA_1419200,PBANKA_1419200.1,"RNA-binding protein, putative",PF3D7_1320900,0,44,null,OG5_129285
PBANKA_1419300,PBANKA_1419300.1,"conserved Plasmodium protein, unknown function",PF3D7_1321000,0,44,null,OG5_167460
PBANKA_1419400,PBANKA_1419400.1,"conserved Plasmodium protein, unknown function",PF3D7_1321100,0,46,null,OG5_161142
PBANKA_1419500,PBANKA_1419500.1,"conserved protein, unknown function",PF3D7_1321200,0,42,null,OG5_134021
PBANKA_1419600,PBANKA_1419600.1,"conserved Plasmodium protein, unknown function",PF3D7_1321300,0,45,null,OG5_161653
PBANKA_1419700,PBANKA_1419700.1,"palmitoyltransferase DHHC8, putative",PF3D7_1321400,0,44,DHHC8,OG5_156178
PBANKA_1419800,PBANKA_1419800.1,"3',5'-cyclic nucleotide phosphodiesterase beta, putative",PF3D7_1321500,0,39,PDEbeta,OG5_130344
PBANKA_1419900,PBANKA_1419900.1,"cGMP-specific 3',5'-cyclic phosphodiesterase gamma, putative",PF3D7_1321600,0,45,PDEgamma,OG5_163945
PBANKA_1420000,PBANKA_1420000.1,"GPCR-like receptor SR25, putative",PF3D7_0713400,0,46,SR25,OG5_150567
PBANKA_1420100,PBANKA_1420100.1,"conserved Plasmodium protein, unknown function",PF3D7_0713500,0,45,null,OG5_165383
PBANKA_1420200,PBANKA_1420200.1,"mitochondrial ribosomal protein S5 precursor, putative",PF3D7_0713600,0,45,null,OG5_150093
PBANKA_1420300,PBANKA_1420300.1,"conserved Plasmodium protein, unknown function",PF3D7_0713700,0,44,null,OG5_167461
PBANKA_1420400,PBANKA_1420400.1,"negative elongation factor A, putative",PF3D7_0713800,0,45,NELFA,OG5_143032
PBANKA_1420500,PBANKA_1420500.1,"conserved Plasmodium protein, unknown function",PF3D7_0713900,0,23,null,OG5_159576
PBANKA_1420600,PBANKA_1420600.1,"histone H2B variant, putative","PF3D7_0714000,PF3D7_1105100",1,87,H2B.Z,OG5_126572
PBANKA_1420700,PBANKA_1420700.1,"MAATS1 domain-containing protein, putative",PF3D7_0714100,0,44,null,OG5_130150
PBANKA_1420800,PBANKA_1420800.1,"conserved Plasmodium protein, unknown function",PF3D7_0714200,0,44,null,OG5_165370
PBANKA_1420900,PBANKA_1420900.1,"palmitoyltransferase DHHC4, putative",PF3D7_0714300,0,44,DHHC4,OG5_127158
PBANKA_1421000,PBANKA_1421000.1,"calmodulin, putative",PF3D7_0714400,0,44,null,OG5_173909
PBANKA_1421100,PBANKA_1421100.1,"transcription elongation factor s-II, putative",PF3D7_0714500,0,44,null,OG5_127402
PBANKA_1421200,PBANKA_1421200.1,"conserved protein, unknown function",PF3D7_0714600,0,44,null,OG5_155006
PBANKA_1421300,PBANKA_1421300.1,phosphoglycolate phosphatase,PF3D7_0715000,0,44,PGP,OG5_127049
PBANKA_1421400,PBANKA_1421400.1,"C-Myc-binding protein, putative",PF3D7_0715100,0,43,MYCBP,OG5_129799
PBANKA_1421600,PBANKA_1421600.1,"calcium/calmodulin-dependent protein kinase, putative",PF3D7_0715300,0,45,null,OG5_154761
PBANKA_1421700,PBANKA_1421700.1,"secreted ookinete protein, putative",PF3D7_0715400,0,43,PSOP20,OG5_150570
PBANKA_1421800,PBANKA_1421800.1,"ATP synthase subunit epsilon, mitochondrial, putative",PF3D7_0715500,0,44,null,OG5_129865
PBANKA_1421900,PBANKA_1421900.1,"GTP-binding translation elongation factor, putative",PF3D7_0715600,0,44,null,OG5_128930
PBANKA_1422000,PBANKA_1422000.1,"conserved protein, unknown function",PF3D7_0715700,0,44,null,OG5_153576
PBANKA_1422100,PBANKA_1422100.1,"drug/metabolite transporter DMT1, putative",PF3D7_0715800,0,43,DMT1,OG5_155297
PBANKA_1422200,PBANKA_1422200.1,"cation diffusion facilitator family protein, putative",PF3D7_0715900,0,43,CDF,OG5_126754
PBANKA_1422300,PBANKA_1422300.1,"FAD-dependent monooxygenase, putative",PF3D7_0815300,0,44,null,OG5_134116
PBANKA_1422400,PBANKA_1422400.1,"importin subunit beta, putative",PF3D7_0815200,0,44,null,OG5_127843
PBANKA_1422500,PBANKA_1422500.1,"heptatricopeptide repeat and RAP domain-containing protein, putative",PF3D7_0815100,0,44,null,OG5_141514
PBANKA_1422600,PBANKA_1422600.1,"selenoprotein, putative",PF3D7_0815000,0,43,Sel3,OG5_173910
PBANKA_1422700,PBANKA_1422700.1,"superoxide dismutase [Fe], putative",PF3D7_0814900,0,44,FeSOD,OG5_126676
PBANKA_1422800,PBANKA_1422800.1,"conserved Plasmodium protein, unknown function",PF3D7_0814700,0,44,null,OG5_167462
PBANKA_1422900,PBANKA_1422900.1,"conserved protein, unknown function",PF3D7_0814600,0,44,null,OG5_158073
PBANKA_1423000,PBANKA_1423000.1,"conserved protein, unknown function",PF3D7_0814500,0,44,null,OG5_166836
PBANKA_1423100,PBANKA_1423100.1,"phospholipase DDHD1, putative",PF3D7_0814400,0,44,null,OG5_139194
PBANKA_1423200,PBANKA_1423200.1,"AAA family ATPase, putative",PF3D7_0814300,0,45,null,OG5_146219
PBANKA_1423300,PBANKA_1423300.1,"DNA/RNA-binding protein Alba 1, putative",PF3D7_0814200,0,44,ALBA1,OG5_129273
PBANKA_1423400,PBANKA_1423400.1,"conserved Plasmodium protein, unknown function",PF3D7_0814100,0,42,null,OG5_173911
PBANKA_1423500,PBANKA_1423500.1,"60S ribosomal protein L13-2, putative",PF3D7_0814000,0,44,null,OG5_127128
PBANKA_1423600,PBANKA_1423600.1,"40S ribosomal protein S16, putative",PF3D7_0813900,0,44,null,OG5_126930
PBANKA_1423700,PBANKA_1423700.1,"GDP-mannose 4,6-dehydratase, putative",PF3D7_0813800,0,44,GMD,OG5_128711
PBANKA_1423800,PBANKA_1423800.1,"ABC transporter F family member 1, putative",PF3D7_0813700,0,44,ABCF1,OG5_150021
PBANKA_1423900,PBANKA_1423900.1,"translation initiation factor SUI1, putative",PF3D7_0813600,0,43,null,OG5_128419
PBANKA_1424000,PBANKA_1424000.1,"PUB domain-containing protein, putative",PF3D7_0813500,0,44,null,OG5_167463
PBANKA_1424100,PBANKA_1424100.1,"mediator of RNA polymerase II transcription subunit 21, putative",PF3D7_1126400,0,42,MED21,OG5_153570
PBANKA_1424200,PBANKA_1424200.1,"conserved protein, unknown function",PF3D7_0813400,0,44,null,OG5_165422
PBANKA_1424300,PBANKA_1424300.1,"conserved protein, unknown function","PF3D7_0813300,PF3D7_1474000",0,63,null,OG5_130876
PBANKA_1424400,PBANKA_1424400.1,"CS domain protein, putative",PF3D7_0813200,0,44,null,OG5_132317
PBANKA_1424500,PBANKA_1424500.1,"conserved Plasmodium protein, unknown function",PF3D7_0813100,0,44,null,OG5_150585
PBANKA_1424600,PBANKA_1424600.1,"conserved protein, unknown function",PF3D7_0813000,0,44,null,OG5_156188
PBANKA_1424700,PBANKA_1424700.1,"conserved protein, unknown function",PF3D7_0812800,0,44,null,OG5_147292
PBANKA_1424800,PBANKA_1424800.1,"U1 small nuclear ribonucleoprotein C, putative",PF3D7_0812700,0,44,SNRPC,OG5_144682
PBANKA_1424900,PBANKA_1424900.1,"ubiquitin-conjugating enzyme E2, putative","PF3D7_0319300,PF3D7_0812600",1,88,null,OG5_127153
PBANKA_1425000,PBANKA_1425000.1,"RNA-binding protein, putative",PF3D7_0812500,0,44,null,OG5_129019
PBANKA_1425100,PBANKA_1425100.1,"karyopherin alpha, putative",PF3D7_0812400,0,44,KARalpha,OG5_126761
PBANKA_1425200,PBANKA_1425200.1,"sporozoite surface protein 3, putative",PF3D7_0812300,0,44,SSP3,OG5_167464
PBANKA_1425300,PBANKA_1425300.1,"trypsin-like serine protease, putative","PF3D7_0812200,PF3D7_0812220",1,80,null,OG5_126815
PBANKA_1425350,PBANKA_1425350.1,"GTPase, putative","PF3D7_0812200,PF3D7_0812220",1,80,null,OG5_126815
PBANKA_1425400,PBANKA_1425400.1,"proteasome activator complex subunit 4, putative",PF3D7_0812100,0,44,null,OG5_150592
PBANKA_1425500,PBANKA_1425500.1,"conserved protein, unknown function",PF3D7_0812000,0,44,null,OG5_150600
PBANKA_1425600,PBANKA_1425600.1,"RNA-binding protein, putative","PF3D7_0811900,PF3D7_1404500",1,89,null,OG5_126915
PBANKA_1425700,PBANKA_1425700.1,"conserved Plasmodium protein, unknown function",PF3D7_0811800,0,44,null,OG5_167465
PBANKA_1425800,PBANKA_1425800.1,"conserved Plasmodium protein, unknown function",PF3D7_0811700,0,44,null,OG5_165256
PBANKA_1425900,PBANKA_1425900.1,"conserved protein, unknown function",PF3D7_0811600,0,44,null,OG5_161495
PBANKA_1426000,PBANKA_1426000.1,"histone-arginine methyltransferase CARM1, putative",PF3D7_0811500,0,44,CARM1,OG5_147460
PBANKA_1426100,PBANKA_1426100.1,"conserved protein, unknown function",PF3D7_0811400,0,44,null,OG5_131912
PBANKA_1426200,PBANKA_1426200.1,"CCR4-associated factor 1, putative",PF3D7_0811300,0,44,CAF1,OG5_127146
PBANKA_1426300,PBANKA_1426300.1,"ER membrane protein complex subunit 1, putative",PF3D7_0811200,0,44,EMC1,OG5_153764
PBANKA_1426400,PBANKA_1426400.1,"mitochondrial carrier protein, putative",PF3D7_0811100,0,44,null,OG5_159822
PBANKA_1426500,PBANKA_1426500.1,"cullin-1, putative",PF3D7_0811000,0,44,CUL1,OG5_127557
PBANKA_1426600,PBANKA_1426600.1,"conserved Plasmodium protein, unknown function",PF3D7_0810900,0,48,null,OG5_167466
PBANKA_1426700,PBANKA_1426700.1,"hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase, putative",PF3D7_0810800,0,45,PPPK-DHPS,OG5_128803
PBANKA_1426800,PBANKA_1426800.1,"conserved Plasmodium protein, unknown function",PF3D7_0810700,0,42,null,OG5_173912
PBANKA_1426900,PBANKA_1426900.1,"ATP-dependent RNA helicase DBP1, putative",PF3D7_0810600,0,44,DBP1,OG5_126849
PBANKA_1427000,PBANKA_1427000.1,protein phosphatase PPM7,PF3D7_0810500,0,46,PPM7,OG5_131254
PBANKA_1427100,PBANKA_1427100.1,"aquaporin, putative",PF3D7_0810400,0,45,AQP2,OG5_167467
PBANKA_1427200,PBANKA_1427200.1,protein phosphatase PPM5,"PF3D7_0810300,PF3D7_1309200",1,89,PPM5,OG5_130521
PBANKA_1427300,PBANKA_1427300.1,"ABC1 family, putative",PF3D7_0810200,0,44,null,OG5_127778
PBANKA_1427400,PBANKA_1427400.1,"apicoplast ribosomal protein L33 precursor, putative",PF3D7_0810100,0,42,null,OG5_132740
PBANKA_1427500,PBANKA_1427500.1,"acyl-CoA binding protein, putative","PF3D7_0810000,PF3D7_1001200,PF3D7_1477800",0,109,null,OG5_127366
PBANKA_1427600,PBANKA_1427600.1,"conserved Plasmodium protein, unknown function",PF3D7_0809800,0,44,null,OG5_167468
PBANKA_1427700,PBANKA_1427700.1,"RuvB-like helicase 1, putative",PF3D7_0809700,0,44,RUVB1,OG5_167469
PBANKA_1427800,PBANKA_1427800.1,"peptidase family C50, putative",PF3D7_0809600,0,48,null,OG5_154802
PBANKA_1427900,PBANKA_1427900.1,"histone acetyltransferase subunit NuA4, putative",PF3D7_0809500,0,43,null,OG5_171277
PBANKA_1428000,PBANKA_1428000.1,"conserved protein, unknown function",PF3D7_0809400,0,43,null,OG5_153595
PBANKA_1428100,PBANKA_1428100.1,"asparagine-rich antigen, putative",PF3D7_0809200,0,46,null,OG5_167470
PBANKA_1428200,PBANKA_1428200.1,"conserved protein, unknown function",PF3D7_1212200,0,44,null,OG5_166895
PBANKA_1428300,PBANKA_1428300.1,"WD repeat-containing protein, putative",PF3D7_1212300,0,43,null,OG5_166491
PBANKA_1428400,PBANKA_1428400.1,"tetratricopeptide repeat protein, putative",PF3D7_1212400,0,43,null,OG5_139433
PBANKA_1428500,PBANKA_1428500.1,"glycerol-3-phosphate 1-O-acyltransferase, putative",PF3D7_1212500,0,43,null,OG5_130377
PBANKA_1428600,PBANKA_1428600.1,"SND2 domain-containing protein, putative",PF3D7_1212600,0,46,null,OG5_144736
PBANKA_1428700,PBANKA_1428700.1,"eukaryotic translation initiation factor 3 subunit A, putative",PF3D7_1212700,0,44,EIF3A,OG5_128741
PBANKA_1428800,PBANKA_1428800.1,"succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial, putative",PF3D7_1212800,0,44,SDHB,OG5_126893
PBANKA_1428900,PBANKA_1428900.1,"bromodomain protein 2, putative",PF3D7_1212900,0,44,BDP2,OG5_139388
PBANKA_1429000,PBANKA_1429000.1,"mediator of RNA polymerase II transcription subunit 18, putative",PF3D7_1213200,0,47,MED18,OG5_147441
PBANKA_1429100,PBANKA_1429100.1,"conserved Plasmodium protein, unknown function",PF3D7_1213300,0,42,null,OG5_184662
PBANKA_1429200,PBANKA_1429200.1,"kelch domain-containing protein, putative",PF3D7_1213400,0,44,S20,OG5_152850
PBANKA_1429300,PBANKA_1429300.1,"integral membrane protein GPR180, putative",PF3D7_1213500,0,44,null,OG5_135638
PBANKA_1429400,PBANKA_1429400.1,"dynein light chain 1, putative",PF3D7_1213600,0,43,null,OG5_127498
PBANKA_1429500,PBANKA_1429500.1,"DNA-directed RNA polymerases I, II, and III subunit RPABC3, putative",PF3D7_1213700,0,44,RPB8,OG5_127936
PBANKA_1429600,PBANKA_1429600.1,proline--tRNA ligase,PF3D7_1213800,0,44,PRS,OG5_127154
PBANKA_1429700,PBANKA_1429700.1,"conserved Plasmodium protein, unknown function",PF3D7_1213900,0,40,null,OG5_128210
PBANKA_1429800,PBANKA_1429800.1,"conserved protein, unknown function",PF3D7_1214000,0,44,null,OG5_147411
PBANKA_1429900,PBANKA_1429900.1,"GPI ethanolamine phosphate transferase 3, putative",PF3D7_1214100,0,45,PIGO,OG5_128399
PBANKA_1430000,PBANKA_1430000.1,"histone-lysine N-methyltransferase, putative",PF3D7_1214200,0,43,SET5,OG5_147391
PBANKA_1430100,PBANKA_1430100.1,"geranylgeranyl transferase type-2 subunit beta, putative",PF3D7_1214300,0,52,null,OG5_150533
PBANKA_1430200,PBANKA_1430200.1,"ER membrane protein complex subunit 6, putative",PF3D7_1214400,0,30,EMC6,OG5_129667
PBANKA_1430300,PBANKA_1430300.1,"conserved Plasmodium protein, unknown function",PF3D7_1214500,0,45,null,OG5_167471
PBANKA_1430400,PBANKA_1430400.1,"adrenodoxin-type ferredoxin, putative",PF3D7_1214600,0,45,null,OG5_126994
PBANKA_1430500,PBANKA_1430500.1,"conserved protein, unknown function",PF3D7_1214700,0,44,null,OG5_147412
PBANKA_1430600,PBANKA_1430600.1,"conserved Plasmodium protein, unknown function",PF3D7_1214800,0,43,null,OG5_173913
PBANKA_1430700,PBANKA_1430700.1,"conserved protein, unknown function",PF3D7_1214900,0,45,null,OG5_138804
PBANKA_1430800,PBANKA_1430800.1,"thioredoxin peroxidase 2, putative","PF3D7_0802200,PF3D7_1215000,PF3D7_1438900",2,128,Trx-Px2,OG5_126593
PBANKA_1430900,PBANKA_1430900.1,"SUN domain-containing protein, putative",PF3D7_1215100,0,44,null,OG5_140032
PBANKA_1431000,PBANKA_1431000.1,"peptidyl-prolyl cis-trans isomerase, putative",PF3D7_1215200,0,44,CYP32,OG5_147406
PBANKA_1431050,PBANKA_1431050.1,"10 kDa chaperonin, putative","PF3D7_1215300,PF3D7_1333000",1,89,CPN10,OG5_126769
PBANKA_1431100,PBANKA_1431100.1,"conserved Plasmodium protein, unknown function",PF3D7_1215400,0,44,null,OG5_165052
PBANKA_1431200,PBANKA_1431200.1,"conserved Plasmodium protein, unknown function",PF3D7_1215500,0,43,null,OG5_157202
PBANKA_1431300,PBANKA_1431300.1,"conserved protein, unknown function",PF3D7_1215600,0,44,null,OG5_160592
PBANKA_1431400,PBANKA_1431400.1,"conserved Plasmodium protein, unknown function",PF3D7_1215700,0,44,null,OG5_166821
